participant,song,id,s,m,start,end
3,0,12716,211.931214,3.5321869,210.431214,213.431214
3,0,18084,301.396986,5.0232831,299.896986,302.896986
3,0,10247,170.7816255,2.846360425,169.2816255,172.2816255
3,0,14769,246.1475385,4.102458975,244.6475385,247.6475385
3,0,14367,239.4476055,3.990793425,237.9476055,240.9476055
3,0,9196,153.265134,2.5544189,151.765134,154.765134
3,0,13693,228.2143845,3.803573075,226.7143845,229.7143845
3,0,9879,164.6483535,2.744139225,163.1483535,166.1483535
3,0,18570,309.496905,5.15828175,307.996905,310.996905
3,1,15446,257.430759,4.29051265,255.930759,258.930759
3,1,4349,72.4826085,1.208043475,70.9826085,73.9826085
3,1,14354,239.230941,3.98718235,237.730941,240.730941
3,1,6140,102.33231,1.7055385,100.83231,103.83231
3,1,2786,46.432869,0.77388115,44.932869,47.932869
3,1,1701,28.3497165,0.472495275,26.8497165,29.8497165
3,1,12634,210.564561,3.50940935,209.064561,212.064561
3,1,3446,57.432759,0.95721265,55.932759,58.932759
3,1,5453,90.8824245,1.514707075,89.3824245,92.3824245
3,1,1417,23.6164305,0.393607175,22.1164305,25.1164305
3,1,11270,187.831455,3.13052425,186.331455,189.331455
3,1,10480,174.66492,2.911082,173.16492,176.16492
3,1,13294,221.564451,3.69274085,220.064451,223.064451
3,1,13869,231.1476885,3.852461475,229.6476885,232.6476885
3,2,2476,41.266254,0.6877709,39.766254,42.766254
3,2,8477,141.2819205,2.354698675,139.7819205,142.7819205
3,2,3303,55.0494495,0.917490825,53.5494495,56.5494495
3,2,2654,44.232891,0.73721485,42.732891,45.732891
3,2,5290,88.165785,1.46942975,86.665785,89.665785
3,2,6947,115.7821755,1.929702925,114.2821755,117.2821755
3,2,12601,210.0145665,3.500242775,208.5145665,211.5145665
3,2,4085,68.0826525,1.134710875,66.5826525,69.5826525
3,2,2920,48.66618,0.811103,47.16618,50.16618
3,2,11496,191.598084,3.1933014,190.098084,193.098084
3,2,4675,77.9158875,1.298598125,76.4158875,79.4158875
3,2,1655,27.5830575,0.459717625,26.0830575,29.0830575
3,2,6736,112.265544,1.8710924,110.765544,113.765544
4,0,25906,431.762349,7.19603915,430.262349,433.262349
4,0,28903,481.7118495,8.028530825,480.2118495,483.2118495
4,0,19541,325.6800765,5.428001275,324.1800765,327.1800765
4,0,26949,449.1455085,7.485758475,447.6455085,450.6455085
5,1,2979,49.6495035,0.827491725,48.1495035,51.1495035
5,1,1039,17.3164935,0.288608225,15.8164935,18.8164935
5,1,7753,129.2153745,2.153589575,127.7153745,130.7153745
5,2,1849,30.8163585,0.513605975,29.3163585,32.3163585
5,2,431,7.1832615,0.119721025,5.6832615,8.6832615
6,0,6830,113.832195,1.89720325,112.332195,115.332195
6,0,3464,57.732756,0.9622126,56.232756,59.232756
6,1,1855,30.9163575,0.515272625,29.4163575,32.4163575
6,2,3480,57.99942,0.966657,56.49942,59.49942
6,2,152,2.533308,0.0422218,1.033308,4.033308
6,2,5908,98.465682,1.6410947,96.965682,99.965682
6,2,10825,180.4148625,3.006914375,178.9148625,181.9148625
6,2,14121,235.3476465,3.922460775,233.8476465,236.8476465
7,0,19031,317.1801615,5.286336025,315.6801615,318.6801615
7,0,230,3.833295,0.06388825,2.333295,5.333295
7,0,913,15.2165145,0.253608575,13.7165145,16.7165145
7,1,3394,56.566101,0.94276835,55.066101,58.066101
7,1,16291,271.5139515,4.525232525,270.0139515,273.0139515
7,1,3271,54.5161215,0.908602025,53.0161215,56.0161215
7,1,239,3.9832935,0.066388225,2.4832935,5.4832935
7,1,1795,29.9163675,0.498606125,28.4163675,31.4163675
7,2,1232,20.533128,0.3422188,19.033128,22.033128
7,2,1864,31.066356,0.5177726,29.566356,32.566356
7,2,8397,139.9486005,2.332476675,138.4486005,141.4486005
7,2,8617,143.6152305,2.393587175,142.1152305,145.1152305
7,2,9573,159.5484045,2.659140075,158.0484045,161.0484045
8,0,436,7.266594,0.1211099,5.766594,8.766594
8,1,3833,63.8826945,1.064711575,62.3826945,65.3826945
8,1,2144,35.732976,0.5955496,34.232976,37.232976
8,1,5566,92.765739,1.54609565,91.265739,94.265739
8,2,7063,117.7154895,1.961924825,116.2154895,119.2154895
8,2,8551,142.5152415,2.375254025,141.0152415,144.0152415
8,2,4241,70.6826265,1.178043775,69.1826265,72.1826265
9,0,25710,428.495715,7.14159525,426.995715,429.995715
9,0,24801,413.3458665,6.889097775,411.8458665,414.8458665
9,0,2853,47.5495245,0.792492075,46.0495245,49.0495245
9,0,5045,84.0824925,1.401374875,82.5824925,85.5824925
9,0,8254,137.565291,2.29275485,136.065291,139.065291
9,1,11881,198.0146865,3.300244775,196.5146865,199.5146865
9,1,13665,227.7477225,3.795795375,226.2477225,229.2477225
9,1,6934,115.565511,1.92609185,114.065511,117.065511
9,1,8198,136.631967,2.27719945,135.131967,138.131967
9,2,19033,317.2134945,5.286891575,315.7134945,318.7134945
9,2,13168,219.464472,3.6577412,217.964472,220.964472
9,2,20749,345.8132085,5.763553475,344.3132085,347.3132085
9,2,18588,309.796902,5.1632817,308.296902,311.296902
9,2,17360,289.33044,4.822174,287.83044,290.83044
9,2,5518,91.965747,1.53276245,90.465747,93.465747
9,2,19523,325.3800795,5.423001325,323.8800795,326.8800795
10,1,1640,27.33306,0.455551,25.83306,28.83306
10,2,3484,58.066086,0.9677681,56.566086,59.566086
11,0,1605,26.7497325,0.445828875,25.2497325,28.2497325
11,0,5011,83.5158315,1.391930525,82.0158315,85.0158315
11,0,5708,95.132382,1.5855397,93.632382,96.632382
11,0,6547,109.1155755,1.818592925,107.6155755,110.6155755
11,0,948,15.799842,0.2633307,14.299842,17.299842
11,0,2923,48.7161795,0.811936325,47.2161795,50.2161795
11,1,10310,171.831615,2.86386025,170.331615,173.331615
11,1,167,2.7833055,0.046388425,1.2833055,4.2833055
11,1,8136,135.598644,2.2599774,134.098644,137.098644
11,1,3006,50.099499,0.83499165,48.599499,51.599499
11,1,4467,74.4492555,1.240820925,72.9492555,75.9492555
11,1,6661,111.0155565,1.850259275,109.5155565,112.5155565
11,1,2277,37.9496205,0.632493675,36.4496205,39.4496205
11,2,854,14.233191,0.23721985,12.733191,15.733191
11,2,6955,115.9155075,1.931925125,114.4155075,117.4155075
11,2,18667,311.1135555,5.185225925,309.6135555,312.6135555
11,2,5256,87.599124,1.4599854,86.099124,89.099124
11,2,1714,28.566381,0.47610635,27.066381,30.066381
12,0,8271,137.8486215,2.297477025,136.3486215,139.3486215
12,0,9397,156.6151005,2.610251675,155.1151005,158.1151005
12,0,13255,220.9144575,3.681907625,219.4144575,222.4144575
12,0,10252,170.864958,2.8477493,169.364958,172.364958
12,0,18914,315.230181,5.25383635,313.730181,316.730181
12,0,18601,310.0135665,5.166892775,308.5135665,311.5135665
12,0,13555,225.9144075,3.765240125,224.4144075,227.4144075
12,0,8687,144.7818855,2.413031425,143.2818855,146.2818855
12,0,19587,326.4467355,5.440778925,324.9467355,327.9467355
12,0,21499,358.3130835,5.971884725,356.8130835,359.8130835
12,0,7331,122.1821115,2.036368525,120.6821115,123.6821115
12,1,6037,100.6156605,1.676927675,99.1156605,102.1156605
12,1,3836,63.932694,1.0655449,62.432694,65.432694
12,1,11429,190.4814285,3.174690475,188.9814285,191.9814285
12,1,9324,155.398446,2.5899741,153.898446,156.898446
12,1,9019,150.3151635,2.505252725,148.8151635,151.8151635
12,1,7018,116.965497,1.94942495,115.465497,118.465497
12,1,4231,70.5159615,1.175266025,69.0159615,72.0159615
12,1,8629,143.8152285,2.396920475,142.3152285,145.3152285
12,1,8385,139.7486025,2.329143375,138.2486025,141.2486025
12,1,7935,132.2486775,2.204144625,130.7486775,133.7486775
12,1,13178,219.631137,3.66051895,218.131137,221.131137
12,1,11655,194.2480575,3.237467625,192.7480575,195.7480575
12,2,4969,82.8158385,1.380263975,81.3158385,84.3158385
12,2,3497,58.2827505,0.971379175,56.7827505,59.7827505
12,2,9546,159.098409,2.65164015,157.598409,160.598409
12,2,2050,34.166325,0.56943875,32.666325,35.666325
13,1,36143,602.3773095,10.039621825,600.8773095,603.8773095
13,1,33016,550.261164,9.1710194,548.761164,551.761164
13,1,32295,538.2446175,8.970743625,536.7446175,539.7446175
13,1,32034,533.894661,8.89824435,532.394661,535.394661
13,1,35711,595.1773815,9.919623025,593.6773815,596.6773815
13,2,14963,249.3808395,4.156347325,247.8808395,250.8808395
14,0,4294,71.565951,1.19276585,70.065951,73.065951
14,1,15819,263.6473635,4.394122725,262.1473635,265.1473635
14,1,6879,114.6488535,1.910814225,113.1488535,116.1488535
14,1,16499,274.9805835,4.583009725,273.4805835,276.4805835
14,1,8391,139.8486015,2.330810025,138.3486015,141.3486015
14,1,4917,81.9491805,1.365819675,80.4491805,83.4491805
14,1,18385,306.4136025,5.106893375,304.9136025,307.9136025
14,1,15536,258.930744,4.3155124,257.430744,260.430744
14,2,6613,110.2155645,1.836926075,108.7155645,111.7155645
14,2,2032,33.866328,0.5644388,32.366328,35.366328
15,0,5239,87.3157935,1.455263225,85.8157935,88.8157935
15,0,13131,218.8478115,3.647463525,217.3478115,220.3478115
15,0,6182,103.032303,1.71720505,101.532303,104.532303
15,1,4742,79.032543,1.31720905,77.532543,80.532543
15,2,5187,86.4491355,1.440818925,84.9491355,87.9491355
15,2,3059,50.9828235,0.849713725,49.4828235,52.4828235
15,2,789,13.1498685,0.219164475,11.6498685,14.6498685
15,2,7517,125.2820805,2.088034675,123.7820805,126.7820805
15,2,3444,57.399426,0.9566571,55.899426,58.899426
16,2,15151,252.5141415,4.208569025,251.0141415,254.0141415
16,2,15535,258.9140775,4.315234625,257.4140775,260.4140775
16,2,3447,57.4494255,0.957490425,55.9494255,58.9494255
16,2,13397,223.2811005,3.721351675,221.7811005,224.7811005
17,0,9408,156.798432,2.6133072,155.298432,158.298432
17,0,6353,105.8822745,1.764704575,104.3822745,107.3822745
17,0,3150,52.499475,0.87499125,50.999475,53.999475
17,1,7904,131.732016,2.1955336,130.232016,133.232016
17,1,5977,99.6156705,1.660261175,98.1156705,101.1156705
17,1,11647,194.1147255,3.235245425,192.6147255,195.6147255
17,2,3483,58.0494195,0.967490325,56.5494195,59.5494195
17,2,4183,69.7159695,1.161932825,68.2159695,71.2159695
17,2,4550,75.832575,1.26387625,74.332575,77.332575
18,0,17944,299.063676,4.9843946,297.563676,300.563676
18,0,16754,279.230541,4.65384235,277.730541,280.730541
18,0,17319,288.6471135,4.810785225,287.1471135,290.1471135
18,0,16423,273.7139295,4.561898825,272.2139295,275.2139295
18,0,14371,239.5142715,3.991904525,238.0142715,241.0142715
18,0,13658,227.631057,3.79385095,226.131057,229.131057
18,0,19832,330.530028,5.5088338,329.030028,332.030028
18,0,12706,211.764549,3.52940915,210.264549,213.264549
18,1,12727,212.1145455,3.535242425,210.6145455,213.6145455
18,1,15123,252.0474795,4.200791325,250.5474795,253.5474795
18,1,9793,163.2150345,2.720250575,161.7150345,164.7150345
18,1,7322,122.032113,2.03386855,120.532113,123.532113
18,1,12464,207.731256,3.4621876,206.231256,209.231256
18,2,16490,274.830585,4.58050975,273.330585,276.330585
18,2,13688,228.131052,3.8021842,226.631052,229.631052
18,2,5489,91.4824185,1.524706975,89.9824185,92.9824185
18,2,15589,259.8140685,4.330234475,258.3140685,261.3140685
18,2,13408,223.464432,3.7244072,221.964432,224.964432
18,2,15203,253.3807995,4.223013325,251.8807995,254.8807995
18,2,7741,129.0153765,2.150256275,127.5153765,130.5153765
18,2,4803,80.0491995,1.334153325,78.5491995,81.5491995
18,2,14468,241.130922,4.0188487,239.630922,242.630922
18,2,11485,191.4147525,3.190245875,189.9147525,192.9147525
18,2,9774,162.898371,2.71497285,161.398371,164.398371
18,2,7258,120.965457,2.01609095,119.465457,122.465457
18,2,6001,100.0156665,1.666927775,98.5156665,101.5156665
18,2,18099,301.6469835,5.027449725,300.1469835,303.1469835
18,2,10592,176.531568,2.9421928,175.031568,178.031568
18,2,14011,233.5143315,3.891905525,232.0143315,235.0143315
18,2,15908,265.130682,4.4188447,263.630682,266.630682
18,2,9110,151.831815,2.53053025,150.331815,153.331815
19,0,9517,158.6150805,2.643584675,157.1150805,160.1150805
19,0,2786,46.432869,0.77388115,44.932869,47.932869
19,1,11607,193.4480655,3.224134425,191.9480655,194.9480655
19,1,5167,86.1158055,1.435263425,84.6158055,87.6158055
19,1,8601,143.3485665,2.389142775,141.8485665,144.8485665
19,1,2412,40.199598,0.6699933,38.699598,41.699598
19,1,14696,244.930884,4.0821814,243.430884,246.430884
19,1,19378,322.963437,5.38272395,321.463437,324.463437
19,2,3469,57.8160885,0.963601475,56.3160885,59.3160885
19,2,12728,212.131212,3.5355202,210.631212,213.631212
19,2,9845,164.0816925,2.734694875,162.5816925,165.5816925
19,2,1758,29.299707,0.48832845,27.799707,30.799707
20,0,5419,90.3157635,1.505262725,88.8157635,91.8157635
20,0,4146,69.099309,1.15165515,67.599309,70.599309
20,0,6144,102.398976,1.7066496,100.898976,103.898976
20,0,8813,146.8818645,2.448031075,145.3818645,148.3818645
20,0,2878,47.966187,0.79943645,46.466187,49.466187
20,1,25527,425.4457455,7.090762425,423.9457455,426.9457455
20,1,2657,44.2828905,0.738048175,42.7828905,45.7828905
20,1,21933,365.5463445,6.092439075,364.0463445,367.0463445
20,1,29650,494.161725,8.23602875,492.661725,495.661725
20,1,18828,313.796862,5.2299477,312.296862,315.296862
20,1,4633,77.2158945,1.286931575,75.7158945,78.7158945
20,1,27174,452.895471,7.54825785,451.395471,454.395471
20,1,967,16.1165055,0.268608425,14.6165055,17.6165055
20,1,10002,166.698333,2.77830555,165.198333,168.198333
20,1,3746,62.432709,1.04054515,60.932709,63.932709
20,1,14476,241.264254,4.0210709,239.764254,242.764254
20,1,17180,286.33047,4.7721745,284.83047,287.83047
20,1,19908,331.796682,5.5299447,330.296682,333.296682
20,1,1443,24.0497595,0.400829325,22.5497595,25.5497595
20,1,20993,349.8798345,5.831330575,348.3798345,351.3798345
20,1,32137,535.6113105,8.926855175,534.1113105,537.1113105
20,1,1935,32.2496775,0.537494625,30.7496775,33.7496775
20,1,30051,500.8449915,8.347416525,499.3449915,502.3449915
20,1,20661,344.3465565,5.739109275,342.8465565,345.8465565
20,1,23249,387.4794585,6.457990975,385.9794585,388.9794585
20,1,12179,202.9813035,3.383021725,201.4813035,204.4813035
20,1,8111,135.1819815,2.253033025,133.6819815,136.6819815
20,1,5461,91.0157565,1.516929275,89.5157565,92.5157565
20,1,31386,523.094769,8.71824615,521.594769,524.594769
20,1,7267,121.1154555,2.018590925,119.6154555,122.6154555
20,1,276,4.599954,0.0766659,3.099954,6.099954
20,1,13575,226.2477375,3.770795625,224.7477375,227.7477375
20,2,8651,144.1818915,2.403031525,142.6818915,145.6818915
20,2,13102,218.364483,3.63940805,216.864483,219.864483
20,2,9065,151.0818225,2.518030375,149.5818225,152.5818225
20,2,3474,57.899421,0.96499035,56.399421,59.399421
20,2,5156,85.932474,1.4322079,84.432474,87.432474
20,2,12269,204.4812885,3.408021475,202.9812885,205.9812885
20,2,11068,184.464822,3.0744137,182.964822,185.964822
20,2,1722,28.699713,0.47832855,27.199713,30.199713
20,2,2410,40.166265,0.66943775,38.666265,41.666265
21,0,9905,165.0816825,2.751361375,163.5816825,166.5816825
21,0,18087,301.4469855,5.024116425,299.9469855,302.9469855
21,0,20174,336.229971,5.60383285,334.729971,337.729971
21,0,10387,173.1149355,2.885248925,171.6149355,174.6149355
21,0,16123,268.7139795,4.478566325,267.2139795,270.2139795
21,0,8529,142.1485785,2.369142975,140.6485785,143.6485785
21,0,6692,111.532218,1.8588703,110.032218,113.032218
21,0,16629,277.1472285,4.619120475,275.6472285,278.6472285
21,0,2124,35.399646,0.5899941,33.899646,36.899646
21,0,13530,225.497745,3.75829575,223.997745,226.997745
21,0,14980,249.66417,4.1610695,248.16417,251.16417
21,0,5848,97.465692,1.6244282,95.965692,98.965692
21,0,11606,193.431399,3.22385665,191.931399,194.931399
21,0,3359,55.9827735,0.933046225,54.4827735,57.4827735
21,1,6740,112.33221,1.8722035,110.83221,113.83221
21,1,13705,228.4143825,3.806906375,226.9143825,229.9143825
21,1,8492,141.531918,2.3588653,140.031918,143.031918
21,1,865,14.4165225,0.240275375,12.9165225,15.9165225
21,1,14906,248.430849,4.14051415,246.930849,249.930849
21,1,3617,60.2827305,1.004712175,58.7827305,61.7827305
21,1,149,2.4833085,0.041388475,0.9833085,3.9833085
21,1,2760,45.99954,0.766659,44.49954,47.49954
21,1,15617,260.2807305,4.338012175,258.7807305,261.7807305
21,1,9017,150.2818305,2.504697175,148.7818305,151.7818305
21,1,16611,276.8472315,4.614120525,275.3472315,278.3472315
21,1,12513,208.5479145,3.475798575,207.0479145,210.0479145
21,1,10355,172.5816075,2.876360125,171.0816075,174.0816075
21,2,12091,201.5146515,3.358577525,200.0146515,203.0146515
21,2,19181,319.6801365,5.328002275,318.1801365,321.1801365
21,2,17144,285.730476,4.7621746,284.230476,287.230476
21,2,2854,47.566191,0.79276985,46.066191,49.066191
21,2,15560,259.33074,4.322179,257.83074,260.83074
21,2,11082,184.698153,3.07830255,183.198153,186.198153
