,id,participant,song
184,3.07543143935e-08,3,0
185,1.96851587083e-08,3,0
186,2.93115352537e-08,3,0
187,2.11472034449e-08,3,0
188,3.97513481094e-08,3,0
189,3.30640453903e-08,3,1
190,9.30956450876e-09,3,1
191,3.07264863092e-08,3,1
192,1.31434182763e-08,3,1
193,5.96377252734e-09,3,1
194,3.64119779936e-09,3,1
195,2.70446166943e-08,3,1
196,7.37658296095e-09,3,1
197,1.16728110523e-08,3,1
198,3.03326118853e-09,3,1
199,2.41248084649e-08,3,1
200,2.24337171883e-08,3,1
201,2.84574271279e-08,3,1
202,2.96882847027e-08,3,1
203,5.30017974792e-09,3,2
204,1.81460515844e-08,3,2
205,7.07047403367e-09,3,2
206,5.68121044062e-09,3,2
207,1.13238896876e-08,3,2
208,1.48709001247e-08,3,2
209,2.69739761727e-08,3,2
210,8.74444033531e-09,3,2
211,6.2506158578e-09,3,2
212,2.46085890073e-08,3,2
213,1.00074072381e-08,3,2
214,3.54272919338e-09,3,2
215,1.44192289103e-08,3,2
216,5.54549501412e-08,4,0
217,6.18703938829e-08,4,0
218,4.18298919443e-08,4,0
219,5.76876187506e-08,4,0
220,6.37691254808e-09,5,1
221,2.224106122e-09,5,1
222,1.65962413512e-08,5,1
223,3.95800983598e-09,5,2
224,9.22608025586e-10,5,2
225,1.4620447366e-08,6,0
226,7.4151141546e-09,6,0
227,3.9708535672e-09,6,1
228,7.4493641045e-09,6,2
229,3.25374524105e-10,6,2
230,1.26467940027e-08,6,2
231,2.31722317331e-08,6,2
232,3.02277214137e-08,6,2
233,4.0738174791e-08,7,0
234,4.92343029895e-10,7,0
235,1.9543877665e-09,7,0
236,7.26527062376e-09,7,1
237,3.48728708697e-08,7,1
238,7.00197413386e-09,7,1
239,5.11608626717e-10,7,1
240,3.84241625505e-09,7,1
241,2.63724614274e-09,7,2
242,3.99011916402e-09,7,2
243,1.79748018349e-08,7,2
244,1.84457386461e-08,7,2
245,2.0492173153e-08,7,2
246,9.33311134932e-10,8,0
247,8.2050036243e-09,8,1
248,4.58949328737e-09,8,1
249,1.19147013235e-08,8,1
250,1.51192122615e-08,8,2
251,1.83044576028e-08,8,2
252,9.07837734689e-09,8,2
253,5.50353882548e-08,9,0
254,5.30895629758e-08,9,0
255,6.10719419257e-09,9,0
256,1.07994373297e-08,9,0
257,1.76686929076e-08,9,0
258,2.54327284269e-08,9,1
259,2.92515978414e-08,9,1
260,1.48430720404e-08,9,1
261,1.7548818083e-08,9,1
262,4.07424560348e-08,9,2
263,2.81877087724e-08,9,2
264,4.44157631622e-08,9,2
265,3.9789879303e-08,9,2
266,3.71611956477e-08,9,2
267,1.18119514737e-08,9,2
268,4.17913607506e-08,9,2
269,3.51061986534e-09,10,1
270,7.45792659198e-09,10,2
271,3.43569809992e-09,11,0
272,1.07266561861e-08,11,0
273,1.22186696289e-08,11,0
274,1.40146513771e-08,11,0
275,2.02930953192e-09,11,0
276,6.25703772341e-09,11,0
277,2.20698114705e-08,11,1
278,3.57483852141e-10,11,1
279,1.74160995271e-08,11,1
280,6.43470933854e-09,11,1
281,9.56215788931e-09,11,1
282,1.42586822701e-08,11,1
283,4.87419599596e-09,11,1
284,1.82809107622e-09,11,2
285,1.48880250997e-08,11,2
286,3.99589884307e-08,11,2
287,1.1251108544e-08,11,2
288,3.66902588365e-09,11,2
289,1.77050834794e-08,12,0
290,2.0115423704e-08,12,0
291,2.8373942875e-08,12,0
292,2.19456554021e-08,12,0
293,4.04877220323e-08,12,0
294,3.98177073873e-08,12,0
295,2.90161294358e-08,12,0
296,1.8595582177e-08,12,0
297,4.19283605502e-08,12,0
298,4.6021229564e-08,12,0
299,1.56928989224e-08,12,0
300,1.29229342238e-08,12,1
301,8.2114254899e-09,12,1
302,2.44651673421e-08,12,1
303,1.99591583076e-08,12,1
304,1.93062686375e-08,12,1
305,1.50228842774e-08,12,1
306,9.0569711282e-09,12,1
307,1.84714261085e-08,12,1
308,1.79491143725e-08,12,1
309,1.69858345314e-08,12,1
310,2.82091149911e-08,12,1
311,2.49489478845e-08,12,1
312,1.06367500676e-08,12,2
313,7.48575467628e-09,12,2
314,2.04343763625e-08,12,2
315,4.38827483167e-09,12,2
316,7.73684962152e-08,13,1
317,7.06747716305e-08,13,1
318,6.91313832629e-08,13,1
319,6.85726809551e-08,13,1
320,7.64437475678e-08,13,1
321,3.20301250275e-08,13,2
322,9.19183030596e-09,14,0
323,3.38624973474e-08,14,1
324,1.47253378376e-08,14,1
325,3.53181202184e-08,14,1
326,1.79619581037e-08,14,1
327,1.05254377304e-08,14,1
328,3.93553330636e-08,14,1
329,3.32567013585e-08,14,1
330,1.41559324204e-08,14,2
331,4.34974363803e-09,14,2
332,1.12147179723e-08,15,0
333,2.81085057633e-08,15,0
334,1.32333243948e-08,15,0
335,1.01508289033e-08,15,1
336,1.11034056351e-08,15,2
337,6.54816229761e-09,15,2
338,1.68895065473e-09,15,2
339,1.60910545901e-08,15,2
340,7.37230171721e-09,15,2
341,3.24325619389e-08,16,2
342,3.32545607366e-08,16,2
343,7.37872358282e-09,16,2
344,2.86779111805e-08,16,2
345,2.01389705446e-08,17,0
346,1.35993707345e-08,17,0
347,6.7429588877e-09,17,0
348,1.69194752534e-08,17,1
349,1.27944969117e-08,17,1
350,2.49318229095e-08,17,1
351,7.45578597011e-09,17,2
352,8.95422127849e-09,17,2
353,9.73982950445e-09,17,2
354,3.84113188193e-08,18,0
355,3.58639787951e-08,18,0
356,3.70734301511e-08,18,0
357,3.51554329564e-08,18,0
358,3.0762876881e-08,18,0
359,2.92366134883e-08,18,0
360,4.24528129082e-08,18,0
361,2.71987414689e-08,18,0
362,2.72436945282e-08,18,1
363,3.23726245265e-08,18,1
364,2.09631099642e-08,18,1
365,1.56736333256e-08,18,1
366,2.66807109766e-08,18,1
367,3.52988546216e-08,18,2
368,2.93008321444e-08,18,2
369,1.17498734395e-08,18,2
370,3.33701543175e-08,18,2
371,2.8701458021e-08,18,2
372,3.25438742761e-08,18,2
373,1.65705538888e-08,18,2
374,1.02814068373e-08,18,2
375,3.09705172023e-08,18,2
376,2.45850421667e-08,18,2
377,2.09224381487e-08,18,2
378,1.5536633526e-08,18,2
379,1.28458718365e-08,18,2
380,3.8743115209e-08,18,2
381,2.26734668376e-08,18,2
382,2.99922530081e-08,18,2
383,3.40530126938e-08,18,2
384,1.95010652276e-08,18,2
385,2.03722983283e-08,19,0
386,5.96377252734e-09,19,0
387,2.48461980348e-08,19,1
388,1.10605931977e-08,19,1
389,1.84114886962e-08,19,1
390,5.16317994829e-09,19,1
391,3.14585789884e-08,19,1
392,4.14809705796e-08,19,1
393,7.42581726394e-09,19,2
394,2.724583515e-08,19,2
395,2.10744223014e-08,19,2
396,3.76321324589e-09,19,2
397,1.16000299087e-08,20,0
398,8.87501826933e-09,20,0
399,1.31519807638e-08,20,0
400,1.88653005325e-08,20,0
401,6.1607097393e-09,20,0
402,5.46436544528e-08,20,1
403,5.68763230622e-09,20,1
404,4.69502594552e-08,20,1
405,6.34694384191e-08,20,1
406,4.03036285516e-08,20,1
407,9.91750111958e-09,20,1
408,5.81692586712e-08,20,1
409,2.06998134743e-09,20,1
410,2.14104999348e-08,20,1
411,8.01876952168e-09,20,1
412,3.09876421772e-08,20,1
413,3.67758837113e-08,20,1
414,4.26155001702e-08,20,1
415,3.08891735713e-09,20,1
416,4.49380748982e-08,20,1
417,6.87931650076e-08,20,1
418,4.14210331673e-09,20,1
419,6.43278277886e-08,20,1
420,4.42273884377e-08,20,1
421,4.97673178349e-08,20,1
422,2.60706337439e-08,20,1
423,1.73625839803e-08,20,1
424,1.16899360272e-08,20,1
425,6.71855579839e-08,20,1
426,1.55558991228e-08,20,1
427,5.90811635874e-10,20,1
428,2.90589418732e-08,20,1
429,1.85185197897e-08,20,2
430,2.80464277291e-08,20,2
431,1.94047372435e-08,20,2
432,7.43652037329e-09,20,2
433,1.10370463571e-08,20,2
434,2.62632897121e-08,20,2
435,2.36924028473e-08,20,2
436,3.68615085861e-09,20,2
437,5.15889870455e-09,20,2
438,2.12028596135e-08,21,0
439,3.87174277466e-08,21,0
440,4.31849055874e-08,21,0
441,2.22346393544e-08,21,0
442,3.45132463957e-08,21,0
443,1.82573639216e-08,21,0
444,1.43250415481e-08,21,0
445,3.55964010614e-08,21,0
446,4.54668084999e-09,21,0
447,2.89626138891e-08,21,0
448,3.20665155993e-08,21,0
449,1.25183566906e-08,21,0
450,2.48440574129e-08,21,0
451,7.19034885834e-09,21,0
452,1.44277913978e-08,21,1
453,2.93372227161e-08,21,1
454,1.81781609125e-08,21,1
455,1.85163791678e-09,21,1
456,3.19081095809e-08,21,1
457,7.74262930057e-09,21,1
458,3.18952658497e-10,21,1
459,5.90811635874e-09,21,1
460,3.34300917299e-08,21,1
461,1.93019873938e-08,21,1
462,3.55578698678e-08,21,1
463,2.67856014482e-08,21,1
464,2.21661394546e-08,21,1
465,2.58822590194e-08,21,2
466,4.10592680714e-08,21,2
467,3.6698821324e-08,21,2
468,6.10933481444e-09,21,2
469,3.33080762833e-08,21,2
470,2.37223715535e-08,21,2
471,5.38366400081e-09,21,2
472,2.1800093115e-08,21,2
473,2.51951193994e-09,21,2
474,3.04375023569e-08,21,2
475,1.16257173711e-08,21,2
476,3.8531193644e-08,22,1
477,3.39887940377e-08,22,1
478,3.08870329494e-08,22,1
479,4.4957340495e-08,22,1
480,5.31666253631e-08,22,1
481,3.92846925419e-08,22,1
482,2.35789498882e-08,22,1
483,5.47913573617e-08,22,1
484,2.33135127765e-08,22,1
485,9.55359540184e-09,22,1
486,4.67704472182e-08,22,1
487,3.98904885309e-08,22,1
488,4.60726044888e-08,22,1
489,5.12100969747e-08,22,1
490,2.16159996343e-08,22,1
491,3.8809474487e-08,22,1
492,2.28982321339e-08,22,1
493,5.00092081061e-08,22,1
494,3.56756040706e-08,22,1
495,4.2013985425e-08,22,1
496,3.61636658567e-08,22,1
497,4.72199778107e-08,22,1
498,1.17434515739e-08,22,1
499,2.25386076599e-08,22,1
500,4.10442837183e-08,22,1
501,2.62675709558e-08,22,1
502,2.72800850999e-08,22,2
503,1.8595582177e-08,22,2
504,2.51137757684e-08,22,2
505,9.90465738837e-09,22,2
506,9.53432980501e-09,22,2
507,2.25964044503e-08,22,2
508,1.32504493698e-08,22,2
509,1.15914674212e-08,22,2
510,2.09930786704e-08,22,2
511,3.41985749809e-08,22,2
512,4.1784938885e-09,22,2
513,3.10111890178e-08,22,2
514,8.89214324428e-09,22,2
515,2.48333543035e-08,22,2
516,2.64623675459e-08,22,2
517,1.50335873868e-08,22,2
518,2.20355615206e-08,22,2
519,2.13355781694e-08,22,2
520,7.32092679235e-09,22,2
521,2.72929288311e-09,22,2
522,3.15270788882e-08,22,2
523,4.16607828166e-08,22,2
524,3.25438742761e-08,22,2
525,2.40755741619e-08,22,2
526,1.21758571915e-08,22,2
527,3.33209200146e-08,22,2
528,5.12892999839e-09,22,2
529,1.56436646195e-08,22,2
530,6.19710031107e-09,22,2
531,2.55333376547e-08,22,2
532,1.91414407536e-08,22,2
533,3.83599438944e-09,22,2
534,3.37319194134e-08,22,2
535,3.18524534124e-09,22,2
536,3.58960881231e-08,22,2
537,5.87172578697e-09,22,2
538,1.61702575993e-08,22,2
539,2.4383823711e-08,23,0
540,2.13527031444e-08,23,0
541,1.82209733499e-08,23,0
542,4.15644548325e-08,23,1
543,2.03508921096e-08,23,1
544,6.22749714161e-08,23,1
545,1.30278246954e-08,23,1
546,4.4565606693e-08,23,1
547,2.30823256146e-08,23,1
548,5.15204871457e-08,23,1
549,6.41116249798e-09,23,1
550,1.51234935053e-08,23,1
551,5.43247017943e-08,23,1
552,4.38399358794e-09,23,1
553,5.76148376071e-08,23,1
554,1.13217490657e-08,23,2
555,1.86705039424e-08,23,2
556,2.1489702944e-08,23,2
557,2.60963212063e-08,23,2
558,1.35694020283e-08,23,2
559,2.48440574129e-08,23,2
560,9.71628266389e-09,23,2
561,1.54959617105e-08,24,0
562,8.72517473849e-09,24,0
563,9.62637654539e-09,24,1
564,1.75894898985e-08,24,1
565,1.86876289173e-09,24,2
566,6.21422528603e-09,25,1
567,1.56886176787e-08,25,2
568,2.6526586202e-08,26,0
569,2.71430853003e-08,26,0
570,3.03497368602e-08,26,0
571,2.41654802804e-08,26,0
572,2.78944435764e-08,26,0
573,2.47049169914e-08,26,0
574,1.84650042429e-08,26,0
575,1.20666854762e-08,26,0
576,3.44854183114e-09,26,0
577,2.92045041603e-08,26,0
578,5.61485116267e-09,26,0
579,4.64514945597e-09,26,0
580,2.56425093701e-08,26,0
581,3.16919067722e-08,26,0
582,1.23984818659e-08,26,0
583,3.13494072731e-08,26,1
584,2.40113555058e-08,26,1
585,2.98124407711e-08,26,1
586,2.74277880089e-08,26,1
587,3.33937011581e-08,26,1
588,1.31605432513e-08,26,1
589,2.33284971296e-08,26,1
590,2.1112953495e-08,26,1
591,5.68121044062e-09,26,1
592,2.15838903062e-08,26,1
593,2.88106297363e-08,26,1
594,2.81663025537e-08,26,1
595,2.67813202044e-08,26,1
596,1.24370130595e-09,26,1
597,1.5519508551e-08,26,1
598,2.55376188985e-08,26,1
599,5.18672678885e-09,26,2
600,1.66497568979e-08,26,2
601,1.42137292109e-09,26,2
602,2.06912509868e-08,26,2
603,2.39963711527e-08,26,2
604,2.76782407676e-08,26,2
605,1.01765163657e-08,26,2
606,1.50271655211e-08,26,2
607,2.61926491904e-08,27,2
608,4.36686861298e-10,28,0
609,1.1366702125e-09,28,0
610,1.14394832685e-08,28,0
611,2.53021504929e-09,28,0
612,1.61467107587e-08,28,0
613,5.32072971786e-08,28,1
614,1.92227843846e-09,28,1
615,3.30041079779e-08,28,1
616,8.32487844897e-09,28,1
617,1.81417703407e-08,28,1
618,1.08315466577e-08,28,2
619,3.39481222222e-08,28,2
620,9.4658299052e-09,28,2
621,3.03604399696e-08,28,2
622,1.40403388395e-08,28,2
623,2.38186995376e-08,28,2
624,9.95175106949e-09,29,0
625,1.6517038342e-08,29,0
626,1.30856214859e-08,29,1
627,3.37982786914e-08,29,1
628,1.86041446644e-08,29,1
629,1.54659930043e-08,29,1
630,4.08130965564e-08,29,2
631,2.23502329354e-08,29,2
632,1.68723815723e-08,29,2
633,3.23940307452e-08,29,2
634,5.04116450175e-09,29,2
635,2.14704373472e-08,29,2
636,4.29194684756e-08,29,2
637,2.67449296327e-08,29,2
638,1.61017576994e-08,29,2
639,1.06174844708e-08,29,2
640,3.31646546181e-08,29,2
641,4.53383711877e-09,29,2
642,1.1317467822e-08,29,2
643,5.87600703071e-09,29,2
644,1.11312337194e-08,30,0
645,2.95234568188e-08,30,0
646,2.53428223084e-08,30,0
647,1.84521605117e-08,30,0
648,8.9049869755e-10,30,0
649,1.55494772572e-08,30,0
650,2.51651506933e-08,30,0
651,2.3516871854e-08,30,0
652,6.12645978939e-09,30,0
653,6.35336570752e-09,30,1
654,8.92425257232e-09,30,1
655,2.57837904134e-08,30,1
656,1.43057759513e-08,30,1
657,2.02331579068e-08,30,1
658,1.27217157681e-08,30,1
659,2.89775982421e-08,30,1
660,2.00726112666e-08,30,2
661,6.63592779424e-09,30,2
662,5.97233501482e-10,30,2
663,2.31829348425e-08,30,2
664,8.26280041476e-09,30,2
665,1.27623875836e-08,30,2
666,4.73077433073e-09,30,2
667,1.45369631131e-08,30,2
668,2.3632465435e-08,31,0
669,2.72501163938e-09,31,0
670,1.16877954053e-09,31,0
671,8.78083090709e-09,31,0
672,3.22206403738e-08,31,1
673,7.20747383329e-09,31,1
674,2.25835607191e-09,31,1
675,9.46154866146e-10,31,1
676,1.49522437557e-08,31,1
677,5.32586721034e-09,31,2
678,1.53482588015e-08,31,2
679,1.40638856801e-09,31,2
680,3.04396429787e-09,31,2
681,1.40745887894e-08,32,0
682,1.82809107622e-08,32,0
683,7.75119178805e-09,32,0
684,1.33810273038e-08,32,0
685,2.21747019421e-08,32,0
686,3.25674211166e-08,32,1
687,3.74116484064e-08,32,1
688,4.18812668691e-08,32,1
689,4.22259069901e-08,32,1
690,4.10635493151e-08,32,1
691,4.61774949604e-08,32,1
692,3.69920865201e-08,32,1
693,3.66367432898e-08,32,1
694,3.13665322481e-08,32,1
695,3.87666620496e-08,32,1
696,4.58178704864e-08,32,1
697,3.29762798936e-08,32,1
698,1.79833643224e-08,32,1
699,1.86854882955e-08,32,1
700,2.01453924102e-08,32,1
701,1.75338337299e-08,32,1
702,3.47679803981e-08,32,1
703,1.62473199865e-08,32,1
704,4.13867832174e-08,32,1
705,4.30821557377e-08,32,1
706,2.73250381592e-08,32,2
707,6.70014645031e-09,32,2
708,2.09909380485e-08,32,2
709,3.19808907245e-09,32,2
710,4.4139622941e-09,32,2
711,1.58513049408e-08,32,2
712,9.98386039753e-09,32,2
713,7.54141084487e-09,32,2
714,2.59721651379e-08,32,2
715,9.38020503044e-09,32,2
716,5.73258536548e-09,32,2
717,2.41440740617e-08,32,2
718,9.02486180017e-09,32,2
719,3.39459816003e-08,32,2
720,7.1239895804e-09,32,2
721,1.0711671833e-08,32,2
722,1.19596543827e-08,32,2
723,6.46039680097e-09,32,2
724,4.86349288662e-09,32,2
725,2.14789998346e-08,32,2
726,2.63510552087e-09,32,2
727,3.67116650552e-09,32,2
728,6.18425657986e-09,32,2
729,3.62236032691e-08,32,2
730,1.29165123582e-08,32,2
731,1.40703075457e-08,33,0
732,1.43635727417e-09,33,0
733,8.19215989308e-09,33,0
734,1.01593913908e-08,33,0
735,2.76161627334e-08,33,0
736,1.00395165661e-09,33,1
737,1.49629468651e-08,33,1
738,1.28694186771e-08,33,1
739,2.82690524035e-08,33,1
740,4.95125838325e-09,33,2
741,2.55804313359e-09,33,2
742,1.77885677323e-09,33,2
743,1.14073739405e-08,33,2
744,5.28284071078e-08,34,0
745,4.92942404019e-08,34,0
746,5.60050899615e-08,34,0
747,2.3861511975e-08,34,0
748,2.14468905066e-08,34,0
749,3.83428189195e-08,34,0
750,8.5025500641e-09,34,1
751,5.5228044223e-10,34,1
752,1.69002096566e-08,34,1
753,2.03787201939e-09,34,2
754,2.86800518023e-08,34,2
755,1.2216529007e-08,35,0
756,6.91420863722e-10,35,0
757,2.35382780727e-08,35,0
758,2.98402688554e-09,35,0
759,1.27045907932e-08,35,0
760,1.65684132669e-09,35,0
761,7.4493641045e-09,35,0
762,2.01090018384e-08,35,0
763,1.39268858804e-08,35,0
764,1.94668152777e-08,35,0
765,2.07897195928e-08,35,0
766,5.84389770267e-09,35,0
767,1.33639023289e-08,35,0
768,1.78292395478e-08,35,0
769,1.49329781589e-08,35,0
770,4.85278977727e-09,35,0
771,2.17230307277e-08,35,0
772,1.33574804632e-09,35,1
773,4.13140020738e-10,35,1
774,2.04001264126e-08,35,1
775,1.12789366283e-08,35,1
776,7.77259800674e-09,35,1
777,1.57956487722e-08,35,1
778,3.12958917264e-09,35,1
779,5.86530392136e-09,35,1
780,6.64663090359e-09,35,1
781,8.7037685198e-09,35,1
782,1.80004892973e-08,35,1
783,2.18129368462e-09,35,1
784,1.658339762e-08,35,1
785,2.15346560032e-08,35,2
786,1.45284006256e-08,35,2
787,1.68873659254e-08,35,2
788,5.65124173445e-10,35,2
789,1.39397296116e-08,35,2
790,2.33113721546e-09,35,2
791,1.33253711352e-08,35,2
792,1.75745055454e-08,35,2
793,1.95588620181e-08,35,2
794,1.05789532771e-08,35,2
795,8.13222248075e-09,35,2
796,9.20467403717e-09,35,2
797,1.21523103509e-08,35,2
798,4.4139622941e-09,35,2
799,1.60139922028e-08,35,2
800,7.57780141665e-09,35,2
801,1.53375556922e-08,35,2
802,2.91980822947e-09,35,2
803,1.20195917951e-08,36,0
804,1.65619914013e-08,36,0
805,1.27516844743e-08,36,0
806,5.03688325801e-09,36,0
807,4.6151807498e-09,36,1
808,3.40316064751e-08,36,1
809,1.1169764913e-08,36,1
810,1.28522937021e-08,36,1
811,2.10722816795e-08,36,1
812,3.26316397727e-08,36,1
813,2.135912501e-08,36,1
814,2.75776315397e-08,36,1
815,3.02748150948e-08,36,1
816,3.17004692596e-08,36,1
817,2.69889605257e-08,36,1
818,1.17991077425e-08,36,1
819,2.97203940307e-08,36,1
820,3.49285270383e-08,36,1
821,2.9617644181e-08,36,1
822,2.17765462745e-08,36,1
823,3.06194552157e-08,36,1
824,1.69537252033e-08,36,1
825,2.03573139752e-08,36,1
826,5.37510151333e-09,36,1
827,2.88063484926e-08,36,1
828,3.25160461918e-09,36,2
829,2.51437444746e-08,36,2
830,2.82198181005e-08,36,2
831,1.19510918952e-08,36,2
832,6.8949430404e-09,36,2
833,2.66807109766e-08,36,2
834,2.84659896154e-08,36,2
835,1.4277947867e-08,36,2
836,1.06881249925e-08,36,2
837,8.73801846971e-09,36,2
838,2.63617583181e-08,36,2
839,3.05231272316e-08,37,0
840,1.63115386426e-09,37,1
841,1.98178772642e-08,37,1
842,1.91200345349e-08,37,1
843,8.01448827795e-09,37,1
844,1.60461015308e-08,37,1
845,3.48321990542e-08,37,1
846,2.54412909144e-08,37,1
847,1.94539715465e-08,37,1
848,1.2216529007e-08,37,1
849,2.30330913116e-08,37,1
850,1.15978892868e-08,37,1
851,3.51768391751e-08,37,1
852,1.01486882814e-08,37,1
853,2.72693819906e-08,37,1
854,4.61946199354e-09,37,1
855,4.28124373822e-10,37,2
856,1.71099905998e-08,37,2
857,4.84850853353e-09,37,2
858,1.60204140684e-08,37,2
859,7.54569208861e-09,37,2
860,8.71233100728e-10,37,2
861,1.68081629162e-08,37,2
862,9.18540844035e-09,37,2
863,2.29110758651e-08,38,0
864,1.24648411438e-08,38,0
865,2.46171514948e-09,38,0
866,1.34366834724e-08,38,1
867,2.50324321374e-08,38,1
868,3.21285936335e-08,39,0
869,2.92173478915e-08,39,0
870,3.30319360622e-08,39,0
871,1.91756907035e-08,39,1
872,3.48257771885e-08,39,1
873,5.66622608753e-09,39,1
