id,participant,song,start,end,moment,songlen,ratio
198,3,1,89.3824245,92.3824245,90.8824245,311,0.292226445338
199,3,1,22.1164305,25.1164305,23.6164305,311,0.0759370755627
200,3,1,186.331455,189.331455,187.831455,311,0.603959662379
201,3,1,173.16492,176.16492,174.66492,311,0.561623536977
202,3,1,220.064451,223.064451,221.564451,311,0.71242588746
203,3,1,229.6476885,232.6476885,231.1476885,311,0.743240155949
204,3,2,39.766254,42.766254,41.266254,229,0.180201982533
205,3,2,139.7819205,142.7819205,141.2819205,229,0.616951617904
206,3,2,53.5494495,56.5494495,55.0494495,229,0.24039060917
207,3,2,42.732891,45.732891,44.232891,229,0.193156729258
208,3,2,86.665785,89.665785,88.165785,229,0.385003427948
209,3,2,114.2821755,117.2821755,115.7821755,229,0.505599019651
210,3,2,208.5145665,211.5145665,210.0145665,229,0.917094176856
211,3,2,66.5826525,69.5826525,68.0826525,229,0.297304159389
212,3,2,47.16618,50.16618,48.66618,229,0.212516069869
213,3,2,190.098084,193.098084,191.598084,229,0.836672855895
214,3,2,76.4158875,79.4158875,77.9158875,229,0.340244050218
215,3,2,26.0830575,29.0830575,27.5830575,229,0.120450032751
216,3,2,110.765544,113.765544,112.265544,229,0.490242550218
217,4,0,430.262349,433.262349,431.762349,536,0.805526770522
218,4,0,480.2118495,483.2118495,481.7118495,536,0.898716137127
219,4,0,324.1800765,327.1800765,325.6800765,536,0.607612083022
220,4,0,447.6455085,450.6455085,449.1455085,536,0.837958038246
221,5,1,48.1495035,51.1495035,49.6495035,216,0.2298588125
222,5,1,15.8164935,18.8164935,17.3164935,216,0.0801689513889
223,5,1,127.7153745,130.7153745,129.2153745,216,0.598219326389
224,5,2,29.3163585,32.3163585,30.8163585,256,0.120376400391
225,5,2,5.6832615,8.6832615,7.1832615,256,0.0280596152344
226,6,0,112.332195,115.332195,113.832195,262,0.434474026718
227,6,0,56.232756,59.232756,57.732756,262,0.220354030534
228,6,1,29.4163575,32.4163575,30.9163575,176,0.175661122159
229,6,2,56.49942,59.49942,57.99942,445,0.130335775281
230,6,2,1.033308,4.033308,2.533308,445,0.00569282696629
231,6,2,96.965682,99.965682,98.465682,445,0.221271195506
232,6,2,178.9148625,181.9148625,180.4148625,445,0.405426657303
233,6,2,233.8476465,236.8476465,235.3476465,445,0.52887111573
234,7,0,315.6801615,318.6801615,317.1801615,272,1.16610353493
235,7,0,2.333295,5.333295,3.833295,272,0.0140929963235
236,7,0,13.7165145,16.7165145,15.2165145,272,0.0559430680147
237,7,1,55.066101,58.066101,56.566101,332,0.170379822289
238,7,1,270.0139515,273.0139515,271.5139515,332,0.817813106928
239,7,1,53.0161215,56.0161215,54.5161215,332,0.164205185241
240,7,1,2.4832935,5.4832935,3.9832935,332,0.011997871988
241,7,1,28.4163675,31.4163675,29.9163675,332,0.0901095406627
242,7,2,19.033128,22.033128,20.533128,360,0.0570364666667
243,7,2,29.566356,32.566356,31.066356,360,0.0862954333333
244,7,2,138.4486005,141.4486005,139.9486005,360,0.3887461125
245,7,2,142.1152305,145.1152305,143.6152305,360,0.398931195833
246,7,2,158.0484045,161.0484045,159.5484045,360,0.4431900125
247,8,0,5.766594,8.766594,7.266594,66,0.110099909091
248,8,1,62.3826945,65.3826945,63.8826945,147,0.434576153061
249,8,1,34.232976,37.232976,35.732976,147,0.243081469388
250,8,1,91.265739,94.265739,92.765739,147,0.63105944898
251,8,2,116.2154895,119.2154895,117.7154895,170,0.692444055882
252,8,2,141.0152415,144.0152415,142.5152415,170,0.83832495
253,8,2,69.1826265,72.1826265,70.6826265,170,0.415780155882
254,9,0,426.995715,429.995715,428.495715,437,0.980539393593
255,9,0,411.8458665,414.8458665,413.3458665,437,0.945871548055
256,9,0,46.0495245,49.0495245,47.5495245,437,0.108808980549
257,9,0,82.5824925,85.5824925,84.0824925,437,0.192408449657
258,9,0,136.065291,139.065291,137.565291,437,0.314794716247
259,9,1,196.5146865,199.5146865,198.0146865,360,0.550040795833
260,9,1,226.2477225,229.2477225,227.7477225,360,0.6326325625
261,9,1,114.065511,117.065511,115.565511,360,0.321015308333
262,9,1,135.131967,138.131967,136.631967,360,0.379533241667
263,9,2,315.7134945,318.7134945,317.2134945,460,0.689594553261
264,9,2,217.964472,220.964472,219.464472,460,0.477096678261
265,9,2,344.3132085,347.3132085,345.8132085,460,0.751767844565
266,9,2,308.296902,311.296902,309.796902,460,0.673471526087
267,9,2,287.83044,290.83044,289.33044,460,0.628979217391
268,9,2,90.465747,93.465747,91.965747,460,0.199925536957
269,9,2,323.8800795,326.8800795,325.3800795,460,0.707347998913
270,10,1,25.83306,28.83306,27.33306,224,0.122022589286
271,10,2,56.566086,59.566086,58.066086,550,0.105574701818
272,11,0,25.2497325,28.2497325,26.7497325,140,0.191069517857
273,11,0,82.0158315,85.0158315,83.5158315,140,0.596541653571
274,11,0,93.632382,96.632382,95.132382,140,0.679517014286
275,11,0,107.6155755,110.6155755,109.1155755,140,0.779396967857
276,11,0,14.299842,17.299842,15.799842,140,0.112856014286
277,11,0,47.2161795,50.2161795,48.7161795,140,0.347972710714
278,11,1,170.331615,173.331615,171.831615,225,0.763696066667
279,11,1,1.2833055,4.2833055,2.7833055,225,0.0123702466667
280,11,1,134.098644,137.098644,135.598644,225,0.60266064
281,11,1,48.599499,51.599499,50.099499,225,0.22266444
282,11,1,72.9492555,75.9492555,74.4492555,225,0.33088558
283,11,1,109.5155565,112.5155565,111.0155565,225,0.493402473333
284,11,1,36.4496205,39.4496205,37.9496205,225,0.16866498
285,11,2,12.733191,15.733191,14.233191,381,0.0373574566929
286,11,2,114.4155075,117.4155075,115.9155075,381,0.304240177165
287,11,2,309.6135555,312.6135555,311.1135555,381,0.816571011811
288,11,2,86.099124,89.099124,87.599124,381,0.22991896063
289,11,2,27.066381,30.066381,28.566381,381,0.0749773779528
290,12,0,136.3486215,139.3486215,137.8486215,416,0.331366878606
291,12,0,155.1151005,158.1151005,156.6151005,416,0.376478606971
292,12,0,219.4144575,222.4144575,220.9144575,416,0.53104436899
293,12,0,169.364958,172.364958,170.864958,416,0.410733072115
294,12,0,313.730181,316.730181,315.230181,416,0.757764858173
295,12,0,308.5135665,311.5135665,310.0135665,416,0.745224919471
296,12,0,224.4144075,227.4144075,225.9144075,416,0.543063479567
297,12,0,143.2818855,146.2818855,144.7818855,416,0.348033378606
298,12,0,324.9467355,327.9467355,326.4467355,416,0.784727729567
299,12,0,356.8130835,359.8130835,358.3130835,416,0.861329527644
300,12,0,120.6821115,123.6821115,122.1821115,416,0.293706998798
301,12,1,99.1156605,102.1156605,100.6156605,225,0.447180713333
302,12,1,62.432694,65.432694,63.932694,225,0.284145306667
303,12,1,188.9814285,191.9814285,190.4814285,225,0.846584126667
304,12,1,153.898446,156.898446,155.398446,225,0.69065976
305,12,1,148.8151635,151.8151635,150.3151635,225,0.668067393333
306,12,1,115.465497,118.465497,116.965497,225,0.519846653333
307,12,1,69.0159615,72.0159615,70.5159615,225,0.313404273333
308,12,1,142.3152285,145.3152285,143.8152285,225,0.639178793333
