id,participant,song,start,end
172,1,2,54.0827775,57.0827775
173,1,2,51.666135,54.666135
174,1,2,153.8817795,156.8817795
175,1,2,152.9817885,155.9817885
176,1,2,192.16473,195.16473
177,1,2,83.83248,86.83248
178,1,2,79.3825245,82.3825245
179,1,2,7.83324,10.83324
180,2,2,43.8162135,46.8162135
181,3,0,210.431214,213.431214
182,3,0,299.896986,302.896986
183,3,0,169.2816255,172.2816255
184,3,0,244.6475385,247.6475385
185,3,0,237.9476055,240.9476055
186,3,0,151.765134,154.765134
187,3,0,226.7143845,229.7143845
188,3,0,163.1483535,166.1483535
189,3,0,307.996905,310.996905
190,3,1,255.930759,258.930759
191,3,1,70.9826085,73.9826085
192,3,1,237.730941,240.730941
193,3,1,100.83231,103.83231
194,3,1,44.932869,47.932869
195,3,1,26.8497165,29.8497165
196,3,1,209.064561,212.064561
197,3,1,55.932759,58.932759
198,3,1,89.3824245,92.3824245
199,3,1,22.1164305,25.1164305
200,3,1,186.331455,189.331455
201,3,1,173.16492,176.16492
202,3,1,220.064451,223.064451
203,3,1,229.6476885,232.6476885
204,3,2,39.766254,42.766254
205,3,2,139.7819205,142.7819205
206,3,2,53.5494495,56.5494495
207,3,2,42.732891,45.732891
208,3,2,86.665785,89.665785
209,3,2,114.2821755,117.2821755
210,3,2,208.5145665,211.5145665
211,3,2,66.5826525,69.5826525
212,3,2,47.16618,50.16618
213,3,2,190.098084,193.098084
214,3,2,76.4158875,79.4158875
215,3,2,26.0830575,29.0830575
216,3,2,110.765544,113.765544
217,4,0,430.262349,433.262349
218,4,0,480.2118495,483.2118495
219,4,0,324.1800765,327.1800765
220,4,0,447.6455085,450.6455085
221,5,1,48.1495035,51.1495035
222,5,1,15.8164935,18.8164935
223,5,1,127.7153745,130.7153745
224,5,2,29.3163585,32.3163585
225,5,2,5.6832615,8.6832615
226,6,0,112.332195,115.332195
227,6,0,56.232756,59.232756
228,6,1,29.4163575,32.4163575
229,6,2,56.49942,59.49942
230,6,2,1.033308,4.033308
231,6,2,96.965682,99.965682
232,6,2,178.9148625,181.9148625
233,6,2,233.8476465,236.8476465
234,7,0,315.6801615,318.6801615
235,7,0,2.333295,5.333295
236,7,0,13.7165145,16.7165145
237,7,1,55.066101,58.066101
238,7,1,270.0139515,273.0139515
239,7,1,53.0161215,56.0161215
240,7,1,2.4832935,5.4832935
241,7,1,28.4163675,31.4163675
242,7,2,19.033128,22.033128
243,7,2,29.566356,32.566356
244,7,2,138.4486005,141.4486005
245,7,2,142.1152305,145.1152305
246,7,2,158.0484045,161.0484045
247,8,0,5.766594,8.766594
248,8,1,62.3826945,65.3826945
249,8,1,34.232976,37.232976
250,8,1,91.265739,94.265739
251,8,2,116.2154895,119.2154895
252,8,2,141.0152415,144.0152415
253,8,2,69.1826265,72.1826265
254,9,0,426.995715,429.995715
255,9,0,411.8458665,414.8458665
256,9,0,46.0495245,49.0495245
257,9,0,82.5824925,85.5824925
258,9,0,136.065291,139.065291
259,9,1,196.5146865,199.5146865
260,9,1,226.2477225,229.2477225
261,9,1,114.065511,117.065511
262,9,1,135.131967,138.131967
263,9,2,315.7134945,318.7134945
264,9,2,217.964472,220.964472
265,9,2,344.3132085,347.3132085
266,9,2,308.296902,311.296902
267,9,2,287.83044,290.83044
268,9,2,90.465747,93.465747
269,9,2,323.8800795,326.8800795
270,10,1,25.83306,28.83306
271,10,2,56.566086,59.566086
272,11,0,25.2497325,28.2497325
273,11,0,82.0158315,85.0158315
274,11,0,93.632382,96.632382
275,11,0,107.6155755,110.6155755
276,11,0,14.299842,17.299842
277,11,0,47.2161795,50.2161795
278,11,1,170.331615,173.331615
279,11,1,1.2833055,4.2833055
280,11,1,134.098644,137.098644
281,11,1,48.599499,51.599499
282,11,1,72.9492555,75.9492555
283,11,1,109.5155565,112.5155565
284,11,1,36.4496205,39.4496205
285,11,2,12.733191,15.733191
286,11,2,114.4155075,117.4155075
287,11,2,309.6135555,312.6135555
288,11,2,86.099124,89.099124
289,11,2,27.066381,30.066381
290,12,0,136.3486215,139.3486215
291,12,0,155.1151005,158.1151005
292,12,0,219.4144575,222.4144575
293,12,0,169.364958,172.364958
294,12,0,313.730181,316.730181
295,12,0,308.5135665,311.5135665
296,12,0,224.4144075,227.4144075
297,12,0,143.2818855,146.2818855
298,12,0,324.9467355,327.9467355
299,12,0,356.8130835,359.8130835
300,12,0,120.6821115,123.6821115
301,12,1,99.1156605,102.1156605
302,12,1,62.432694,65.432694
303,12,1,188.9814285,191.9814285
304,12,1,153.898446,156.898446
305,12,1,148.8151635,151.8151635
306,12,1,115.465497,118.465497
307,12,1,69.0159615,72.0159615
308,12,1,142.3152285,145.3152285
309,12,1,138.2486025,141.2486025
310,12,1,130.7486775,133.7486775
311,12,1,218.131137,221.131137
312,12,1,192.7480575,195.7480575
313,12,2,81.3158385,84.3158385
314,12,2,56.7827505,59.7827505
315,12,2,157.598409,160.598409
316,12,2,32.666325,35.666325
317,13,1,600.8773095,603.8773095
318,13,1,548.761164,551.761164
319,13,1,536.7446175,539.7446175
320,13,1,532.394661,535.394661
321,13,1,593.6773815,596.6773815
322,13,2,247.8808395,250.8808395
323,14,0,70.065951,73.065951
324,14,1,262.1473635,265.1473635
325,14,1,113.1488535,116.1488535
326,14,1,273.4805835,276.4805835
327,14,1,138.3486015,141.3486015
328,14,1,80.4491805,83.4491805
329,14,1,304.9136025,307.9136025
330,14,1,257.430744,260.430744
331,14,2,108.7155645,111.7155645
332,14,2,32.366328,35.366328
333,15,0,85.8157935,88.8157935
334,15,0,217.3478115,220.3478115
335,15,0,101.532303,104.532303
336,15,1,77.532543,80.532543
337,15,2,84.9491355,87.9491355
338,15,2,49.4828235,52.4828235
339,15,2,11.6498685,14.6498685
340,15,2,123.7820805,126.7820805
341,15,2,55.899426,58.899426
342,16,2,251.0141415,254.0141415
343,16,2,257.4140775,260.4140775
344,16,2,55.9494255,58.9494255
345,16,2,221.7811005,224.7811005
346,17,0,155.298432,158.298432
347,17,0,104.3822745,107.3822745
348,17,0,50.999475,53.999475
349,17,1,130.232016,133.232016
350,17,1,98.1156705,101.1156705
351,17,1,192.6147255,195.6147255
352,17,2,56.5494195,59.5494195
353,17,2,68.2159695,71.2159695
354,17,2,74.332575,77.332575
355,18,0,297.563676,300.563676
356,18,0,277.730541,280.730541
357,18,0,287.1471135,290.1471135
358,18,0,272.2139295,275.2139295
359,18,0,238.0142715,241.0142715
360,18,0,226.131057,229.131057
361,18,0,329.030028,332.030028
362,18,0,210.264549,213.264549
363,18,1,210.6145455,213.6145455
364,18,1,250.5474795,253.5474795
365,18,1,161.7150345,164.7150345
366,18,1,120.532113,123.532113
367,18,1,206.231256,209.231256
368,18,2,273.330585,276.330585
369,18,2,226.631052,229.631052
370,18,2,89.9824185,92.9824185
371,18,2,258.3140685,261.3140685
372,18,2,221.964432,224.964432
373,18,2,251.8807995,254.8807995
374,18,2,127.5153765,130.5153765
375,18,2,78.5491995,81.5491995
376,18,2,239.630922,242.630922
377,18,2,189.9147525,192.9147525
378,18,2,161.398371,164.398371
379,18,2,119.465457,122.465457
380,18,2,98.5156665,101.5156665
381,18,2,300.1469835,303.1469835
382,18,2,175.031568,178.031568
383,18,2,232.0143315,235.0143315
384,18,2,263.630682,266.630682
385,18,2,150.331815,153.331815
386,19,0,157.1150805,160.1150805
387,19,0,44.932869,47.932869
388,19,1,191.9480655,194.9480655
389,19,1,84.6158055,87.6158055
390,19,1,141.8485665,144.8485665
391,19,1,38.699598,41.699598
392,19,1,243.430884,246.430884
393,19,1,321.463437,324.463437
394,19,2,56.3160885,59.3160885
395,19,2,210.631212,213.631212
396,19,2,162.5816925,165.5816925
397,19,2,27.799707,30.799707
398,20,0,88.8157635,91.8157635
399,20,0,67.599309,70.599309
400,20,0,100.898976,103.898976
401,20,0,145.3818645,148.3818645
402,20,0,46.466187,49.466187
403,20,1,423.9457455,426.9457455
404,20,1,42.7828905,45.7828905
405,20,1,364.0463445,367.0463445
406,20,1,492.661725,495.661725
407,20,1,312.296862,315.296862
408,20,1,75.7158945,78.7158945
409,20,1,451.395471,454.395471
410,20,1,14.6165055,17.6165055
411,20,1,165.198333,168.198333
412,20,1,60.932709,63.932709
413,20,1,239.764254,242.764254
414,20,1,284.83047,287.83047
415,20,1,330.296682,333.296682
416,20,1,22.5497595,25.5497595
417,20,1,348.3798345,351.3798345
418,20,1,534.1113105,537.1113105
419,20,1,30.7496775,33.7496775
420,20,1,499.3449915,502.3449915
421,20,1,342.8465565,345.8465565
422,20,1,385.9794585,388.9794585
423,20,1,201.4813035,204.4813035
424,20,1,133.6819815,136.6819815
425,20,1,89.5157565,92.5157565
426,20,1,521.594769,524.594769
427,20,1,119.6154555,122.6154555
428,20,1,3.099954,6.099954
429,20,1,224.7477375,227.7477375
430,20,2,142.6818915,145.6818915
431,20,2,216.864483,219.864483
432,20,2,149.5818225,152.5818225
433,20,2,56.399421,59.399421
434,20,2,84.432474,87.432474
435,20,2,202.9812885,205.9812885
436,20,2,182.964822,185.964822
437,20,2,27.199713,30.199713
438,20,2,38.666265,41.666265
439,21,0,163.5816825,166.5816825
440,21,0,299.9469855,302.9469855
441,21,0,334.729971,337.729971
442,21,0,171.6149355,174.6149355
443,21,0,267.2139795,270.2139795
444,21,0,140.6485785,143.6485785
445,21,0,110.032218,113.032218
446,21,0,275.6472285,278.6472285
447,21,0,33.899646,36.899646
448,21,0,223.997745,226.997745
449,21,0,248.16417,251.16417
450,21,0,95.965692,98.965692
451,21,0,191.931399,194.931399
452,21,0,54.4827735,57.4827735
453,21,1,110.83221,113.83221
454,21,1,226.9143825,229.9143825
455,21,1,140.031918,143.031918
456,21,1,12.9165225,15.9165225
457,21,1,246.930849,249.930849
458,21,1,58.7827305,61.7827305
459,21,1,0.9833085,3.9833085
460,21,1,44.49954,47.49954
461,21,1,258.7807305,261.7807305
462,21,1,148.7818305,151.7818305
463,21,1,275.3472315,278.3472315
464,21,1,207.0479145,210.0479145
465,21,1,171.0816075,174.0816075
466,21,2,200.0146515,203.0146515
467,21,2,318.1801365,321.1801365
468,21,2,284.230476,287.230476
469,21,2,46.066191,49.066191
470,21,2,257.83074,260.83074
471,21,2,183.198153,186.198153
472,21,2,40.4162475,43.4162475
473,21,2,168.231636,171.231636
474,21,2,18.1164705,21.1164705
475,21,2,235.4809635,238.4809635
476,21,2,89.0157615,92.0157615
477,22,1,298.497,301.497
478,22,1,263.130687,266.130687
479,22,1,238.9809285,241.9809285
480,22,1,348.529833,351.529833
481,22,1,412.4458605,415.4458605
482,22,1,304.363608,307.363608
483,22,1,182.0814975,185.0814975
484,22,1,425.095734,428.095734
485,22,1,180.0148515,183.0148515
486,22,1,72.8825895,75.8825895
487,22,1,362.6463585,365.6463585
488,22,1,309.0802275,312.0802275
489,22,1,357.2130795,360.2130795
490,22,1,397.2126795,400.2126795
491,22,1,166.798317,169.798317
492,22,1,300.663645,303.663645
493,22,1,176.7815505,179.7815505
494,22,1,387.862773,390.862773
495,22,1,276.263889,279.263889
496,22,1,325.6133955,328.6133955
497,22,1,280.063851,283.063851
498,22,1,366.1463235,369.1463235
499,22,1,89.932419,92.932419
500,22,1,173.9815785,176.9815785
501,22,1,318.063471,321.063471
502,22,1,203.0146215,206.0146215
503,22,2,210.897876,213.897876
504,22,2,143.2818855,146.2818855
505,22,2,194.031378,197.031378
506,22,2,75.6158955,78.6158955
507,22,2,72.732591,75.732591
508,22,2,174.431574,177.431574
509,22,2,101.665635,104.665635
510,22,2,88.7490975,91.7490975
511,22,2,161.9483655,164.9483655
512,22,2,264.764004,267.764004
513,22,2,31.033008,34.033008
514,22,2,239.9475855,242.9475855
515,22,2,67.732641,70.732641
516,22,2,191.8480665,194.8480665
517,22,2,204.531273,207.531273
518,22,2,115.5488295,118.5488295
519,22,2,170.064951,173.064951
520,22,2,164.6150055,167.6150055
521,22,2,55.49943,58.49943
522,22,2,19.7497875,22.7497875
523,22,2,243.964212,246.964212
524,22,2,322.863423,325.863423
525,22,2,251.8807995,254.8807995
526,22,2,185.9481255,188.9481255
527,22,2,93.299052,96.299052
528,22,2,257.930739,260.930739
529,22,2,38.432934,41.432934
530,22,2,120.298782,123.298782
531,22,2,46.7495175,49.7495175
532,22,2,197.298012,200.298012
533,22,2,147.531843,150.531843
534,22,2,28.366368,31.366368
535,22,2,261.130707,264.130707
536,22,2,23.299752,26.299752
537,22,2,277.9805385,280.9805385
538,22,2,44.2162095,47.2162095
539,22,2,124.398741,127.398741
540,23,0,188.3481015,191.3481015
541,23,0,164.7483375,167.7483375
542,23,0,140.365248,143.365248
543,23,1,322.1134305,325.1134305
544,23,1,156.9484155,159.9484155
545,23,1,483.361818,486.361818
546,23,1,99.932319,102.932319
547,23,1,345.4798635,348.4798635
548,23,1,178.2148695,181.2148695
549,23,1,399.629322,402.629322
550,23,1,48.4161675,51.4161675
551,23,1,116.2488225,119.2488225
552,23,1,421.462437,424.462437
553,23,1,32.632992,35.632992
554,23,1,447.0788475,450.0788475
555,23,2,86.6491185,89.6491185
556,23,2,143.865213,146.865213
557,23,2,165.8149935,168.8149935
558,23,2,201.6813015,204.6813015
559,23,2,104.1489435,107.1489435
560,23,2,191.931399,194.931399
561,23,2,74.1492435,77.1492435
562,24,0,119.1487935,122.1487935
563,24,0,66.432654,69.432654
564,24,1,73.4492505,76.4492505
565,24,1,135.4486305,138.4486305
566,24,2,13.0498545,16.0498545
567,25,1,46.8828495,49.8828495
568,25,2,120.6487785,123.6487785
569,26,0,205.031268,208.031268
570,26,0,209.83122,212.83122
571,26,0,234.797637,237.797637
572,26,0,186.6481185,189.6481185
573,26,0,215.6811615,218.6811615
574,26,0,190.8480765,193.8480765
575,26,0,142.265229,145.265229
576,26,0,92.4490605,95.4490605
577,26,0,25.3497315,28.3497315
578,26,0,225.8810595,228.8810595
579,26,0,42.2162295,45.2162295
580,26,0,34.666305,37.666305
581,26,0,198.1480035,201.1480035
582,26,0,245.2475325,248.2475325
583,26,0,95.032368,98.032368
584,26,1,242.5808925,245.5808925
585,26,1,185.4481305,188.4481305
586,26,1,230.6143455,233.6143455
587,26,1,212.0478645,215.0478645
588,26,1,258.4974,261.4974
589,26,1,100.965642,103.965642
590,26,1,180.131517,183.131517
591,26,1,162.8816895,165.8816895
592,26,1,42.732891,45.732891
593,26,1,166.5483195,169.5483195
594,26,1,222.8144235,225.8144235
595,26,1,217.797807,220.797807
596,26,1,207.0145815,210.0145815
597,26,1,8.1832365,11.1832365
598,26,1,119.332125,122.332125
599,26,1,197.331345,200.331345
600,26,2,38.8829295,41.8829295
601,26,2,128.132037,131.132037
602,26,2,9.566556,12.566556
603,26,2,159.598389,162.598389
604,26,2,185.331465,188.331465
605,26,2,213.997845,216.997845
606,26,2,77.732541,80.732541
607,26,2,115.49883,118.49883
608,27,2,202.431294,205.431294
609,28,0,1.899966,4.899966
610,28,0,7.3499115,10.3499115
611,28,0,87.565776,90.565776
612,28,0,18.199803,21.199803
613,28,0,124.2154095,127.2154095
614,28,1,412.762524,415.762524
615,28,1,13.466517,16.466517
616,28,1,255.464097,258.464097
617,28,1,63.3160185,66.3160185
618,28,1,139.7485875,142.7485875
619,28,2,82.83249,85.83249
620,28,2,262.8140235,265.8140235
621,28,2,72.199263,75.199263
622,28,2,234.8809695,237.8809695
623,28,2,107.8155735,110.8155735
624,28,2,183.9481455,186.9481455
625,29,0,75.9825585,78.9825585
626,29,0,127.098714,130.098714
627,29,1,100.3823145,103.3823145
628,29,1,261.6473685,264.6473685
629,29,1,143.3485515,146.3485515
630,29,1,118.9154625,121.9154625
631,29,2,316.263489,319.263489
632,29,2,172.5149265,175.5149265
633,29,2,129.865353,132.865353
634,29,2,250.7141445,253.7141445
635,29,2,37.7496075,40.7496075
636,29,2,165.664995,168.664995
637,29,2,332.663325,335.663325
638,29,2,206.731251,209.731251
639,29,2,123.865413,126.865413
640,29,2,81.16584,84.16584
641,29,2,256.7140845,259.7140845
642,29,2,33.799647,36.799647
643,29,2,86.6157855,89.6157855
644,29,2,44.2495425,47.2495425
645,30,0,85.1658,88.1658
646,30,0,228.364368,231.364368
647,30,0,195.8146935,198.8146935
648,30,0,142.16523,145.16523
649,30,0,5.433264,8.433264
650,30,0,119.565456,122.565456
651,30,0,194.431374,197.431374
652,30,0,181.598169,184.598169
653,30,0,46.199523,49.199523
654,30,1,47.966172,50.966172
655,30,1,67.9826385,70.9826385
656,30,1,199.2479925,202.2479925
657,30,1,109.8822195,112.8822195
658,30,1,156.031758,159.031758
659,30,1,97.5490095,100.5490095
660,30,1,224.1144105,227.1144105
661,30,2,154.7817705,157.7817705
662,30,2,50.16615,53.16615
663,30,2,3.1499535,6.1499535
664,30,2,178.998195,181.998195
665,30,2,62.83269,65.83269
666,30,2,97.865673,100.865673
667,30,2,35.332965,38.332965
668,30,2,111.6822015,114.6822015
669,31,0,182.49816,185.49816
670,31,0,19.7164545,22.7164545
671,31,0,7.599909,10.599909
672,31,0,66.865983,69.865983
673,31,1,249.364158,252.364158
674,31,1,54.6161055,57.6161055
675,31,1,16.0831575,19.0831575
676,31,1,5.866593,8.866593
677,31,1,114.9155025,117.9155025
678,31,2,39.966252,42.966252
679,31,2,117.998805,120.998805
680,31,2,9.4498905,12.4498905
681,31,2,22.199763,25.199763
682,32,0,108.0822375,111.0822375
683,32,0,140.83191,143.83191
684,32,0,58.8493965,61.8493965
685,32,0,102.6822915,105.6822915
686,32,0,171.1482735,174.1482735
687,32,1,252.064131,255.064131
688,32,1,289.7804205,292.7804205
689,32,1,324.5800725,327.5800725
690,32,1,327.263379,330.263379
691,32,1,318.2134695,321.2134695
692,32,1,358.029738,361.029738
693,32,1,286.5137865,289.5137865
694,32,1,283.7471475,286.7471475
695,32,1,242.7142245,245.7142245
696,32,1,300.330315,303.330315
697,32,1,355.229766,358.229766
698,32,1,255.2474325,258.2474325
699,32,1,138.5152665,141.5152665
700,32,1,143.9818785,146.9818785
701,32,1,155.3484315,158.3484315
702,32,1,135.0153015,138.0153015
703,32,1,269.197293,272.197293
704,32,1,124.998735,127.998735
705,32,1,320.730111,323.730111
706,32,1,333.929979,336.929979
707,32,2,211.2478725,214.2478725
708,32,2,50.666145,53.666145
709,32,2,161.931699,164.931699
710,32,2,23.399751,26.399751
711,32,2,32.866323,35.866323
712,32,2,121.9154325,124.9154325
713,32,2,76.232556,79.232556
714,32,2,57.2160795,60.2160795
715,32,2,200.7146445,203.7146445
716,32,2,71.532603,74.532603
717,32,2,43.132887,46.132887
718,32,2,186.4814535,189.4814535
719,32,2,68.765964,71.765964
720,32,2,262.797357,265.797357
721,32,2,53.966112,56.966112
722,32,2,81.899166,84.899166
723,32,2,91.6157355,94.6157355
724,32,2,48.799497,51.799497
725,32,2,36.366288,39.366288
726,32,2,165.731661,168.731661
727,32,2,19.0164615,22.0164615
728,32,2,27.0830475,30.0830475
729,32,2,46.6495185,49.6495185
730,32,2,280.530513,283.530513
731,32,2,99.065661,102.065661
732,33,0,108.0489045,111.0489045
733,33,0,9.6832215,12.6832215
734,33,0,62.2826955,65.2826955
735,33,0,77.599209,80.599209
736,33,0,213.5145165,216.5145165
737,33,1,6.3165885,9.3165885
738,33,1,114.998835,117.998835
739,33,1,98.698998,101.698998
740,33,1,218.597799,221.597799
741,33,2,37.0496145,40.0496145
742,33,2,18.4164675,21.4164675
743,33,2,12.3498615,15.3498615
744,33,2,87.3157785,90.3157785
745,34,0,409.8125535,412.8125535
746,34,0,382.296162,385.296162
747,34,0,434.5456395,437.5456395
748,34,0,184.2814755,187.2814755
749,34,0,165.4816635,168.4816635
750,34,0,297.030348,300.030348
751,34,1,64.699338,67.699338
752,34,1,2.799957,5.799957
753,34,1,130.0820175,133.0820175
754,34,2,14.366508,17.366508
755,34,2,221.797767,224.797767
756,35,0,93.6157155,96.6157155
757,35,0,3.8832795,6.8832795
758,35,0,181.764834,184.764834
759,35,0,21.733101,24.733101
760,35,0,97.4156775,100.4156775
761,35,0,11.399871,14.399871
762,35,0,56.49942,59.49942
763,35,0,155.065101,158.065101
764,35,0,106.932249,109.932249
765,35,0,150.065151,153.065151
766,35,0,160.365048,163.365048
767,35,0,43.999545,46.999545
768,35,0,102.5489595,105.5489595
769,35,0,137.3152785,140.3152785
770,35,0,114.765504,117.765504
771,35,0,36.2829555,39.2829555
772,35,0,167.631642,170.631642
773,35,1,8.899896,11.899896
774,35,1,1.7166345,4.7166345
775,35,1,157.331745,160.331745
776,35,1,86.3157885,89.3157885
777,35,1,59.0160615,62.0160615
778,35,1,121.4821035,124.4821035
779,35,1,22.866423,25.866423
780,35,1,44.16621,47.16621
781,35,1,50.2494825,53.2494825
782,35,1,66.265989,69.265989
783,35,1,138.6485985,141.6485985
784,35,1,15.4831635,18.4831635
785,35,1,127.6153755,130.6153755
786,35,2,166.16499,169.16499
787,35,2,111.6155355,114.6155355
788,35,2,129.9820185,132.9820185
789,35,2,2.899956,5.899956
790,35,2,107.032248,110.032248
791,35,2,16.6498185,19.6498185
792,35,2,102.2489625,105.2489625
793,35,2,135.331965,138.331965
794,35,2,150.7818105,153.7818105
795,35,2,80.865843,83.865843
796,35,2,61.8160335,64.8160335
797,35,2,70.16595,73.16595
798,35,2,93.1157205,96.1157205
799,35,2,32.866323,35.866323
800,35,2,123.1820865,126.1820865
801,35,2,57.49941,60.49941
802,35,2,117.9154725,120.9154725
803,35,2,21.233106,24.233106
804,36,0,92.0823975,95.0823975
805,36,0,127.4487105,130.4487105
806,36,0,97.7823405,100.7823405
807,36,0,37.7162745,40.7162745
808,36,1,34.432974,37.432974
809,36,1,263.464017,266.464017
810,36,1,85.465797,88.465797
811,36,1,98.565666,101.565666
812,36,1,162.565026,165.565026
813,36,1,252.564126,255.564126
814,36,1,164.798337,167.798337
815,36,1,213.2145195,216.2145195
816,36,1,234.2143095,237.2143095
817,36,1,245.3141985,248.3141985
818,36,1,208.631232,211.631232
819,36,1,90.365748,93.365748
